sqft,sale_price ,sale_price_pred ,,,Error: A-B,,Absolute Value of Error: ABS(B-C),,Square of Error: F^2,,Absolute Values of Errors Divided by Actual Values: ABS((B-C)/B6,,,
1271,135000,129738.9648,,,-133729,,5261.0352,,17883445441,,0.038970631,,,
1664,100000,159221.3456,,,-98336,,59221.3456,,9669968896,,0.592213456,,,
1502,165000,147068.3031,,,-163498,,17931.6969,,26731596004,,0.108676951,,,
1269,85000,129588.9272,,,-83731,,44588.9272,,7010880361,,0.524575614,,,
1418,119200,140766.7256,,,-117782,,21566.7256,,13872599524,,0.180928906,,,
2308,227000,207533.4404,,,-224692,,19466.5596,,50486494864,,0.085755769,,,
2194,203000,198981.2994,,,-200806,,4018.7006,,40323049636,,0.019796555,,,
2396,187500,214135.0931,,,-185104,,26635.0931,,34263490816,,0.14205383,,,
1472,160000,144817.7397,,,-158528,,15182.2603,,25131126784,,0.094889127,,,
1522,213490,148568.6787,,,-211968,,64921.3213,,44930433024,,0.304095374,,,
2156,176000,196130.5857,,,-173844,,20130.5857,,30221736336,,0.114378328,,,
1904,194000,177225.853,,,-192096,,16774.147,,36900873216,,0.086464675,,,
1572,87000,152319.6178,,,-85428,,65319.6178,,7297943184,,0.750800205,,,
1520,191000,148418.6412,,,-189480,,42581.3588,,35902670400,,0.222939051,,,
4063,287000,339191.4004,,,-282937,,52191.4004,,80053345969,,0.181851569,,,
1020,112500,110909.2508,,,-111480,,1590.7492,,12427790400,,0.014139993,,,
1961,167500,181501.9235,,,-165539,,14001.9235,,27403160521,,0.083593573,,,
3159,293077,271374.4227,,,-289918,,21702.5773,,84052446724,,0.074050769,,,
1744,105000,165222.8481,,,-103256,,60222.8481,,10661801536,,0.573550934,,,
1535,118000,149543.9229,,,-116465,,31543.9229,,13564096225,,0.267321381,,,
1928,160000,179026.3037,,,-158072,,19026.3037,,24986757184,,0.118914398,,,
3208,197000,275050.343,,,-193792,,78050.343,,37555339264,,0.396194635,,,
3532,310000,299356.4279,,,-306468,,10643.5721,,93922635024,,0.034334104,,,
2640,230000,232439.6755,,,-227360,,2439.6755,,51692569600,,0.010607285,,,
954,119750,105958.0113,,,-118796,,13791.9887,,14112489616,,0.115173183,,,
845,84000,97780.96423,,,-83155,,13780.96423,,6914754025,,0.164059098,,,
2642,315500,232589.7131,,,-312858,,82910.2869,,97880128164,,0.262790133,,,
2263,287000,204157.5952,,,-284737,,82842.4048,,81075159169,,0.288649494,,,
1344,97000,135215.3358,,,-95656,,38215.3358,,9150070336,,0.393972534,,,
1139,80000,119836.4857,,,-78861,,39836.4857,,6219057321,,0.497956071,,,
1971,155000,182252.1113,,,-153029,,27252.1113,,23417874841,,0.175820073,,,
2032,173000,186828.2569,,,-170968,,13828.2569,,29230057024,,0.079932121,,,
2206,196000,199881.5247,,,-193794,,3881.5247,,37556114436,,0.019803697,,,
3414,262280,290504.2118,,,-258866,,28224.2118,,67011605956,,0.107610995,,,
3628,278000,306558.2309,,,-274372,,28558.2309,,75279994384,,0.102727449,,,
1733,139600,164397.6415,,,-137867,,24797.6415,,19007309689,,0.177633535,,,
3108,556581,267548.4649,,,-553473,,289032.5351,,3.06332E+11,,0.519300039,,,
1676,145000,160121.571,,,-143324,,15121.571,,20541768976,,0.104286697,,,
1771,115000,167248.3551,,,-113229,,52248.3551,,12820806441,,0.454333523,,,
930,84900,104157.5606,,,-83970,,19257.5606,,7050960900,,0.226826391,,,
1302,176485,132064.547,,,-175183,,44420.453,,30689083489,,0.251695345,,,
1316,200141,133114.8099,,,-198825,,67026.1901,,39531380625,,0.33489485,,,
2419,165000,215860.525,,,-162581,,50860.525,,26432581561,,0.308245606,,,
1909,144500,177600.9469,,,-142591,,33100.9469,,20332193281,,0.229072297,,,
2921,255000,253519.9529,,,-252079,,1480.0471,,63543822241,,0.005804106,,,
2167,180000,196955.7923,,,-177833,,16955.7923,,31624575889,,0.094198846,,,
2023,185850,186153.0879,,,-183827,,303.0879,,33792365929,,0.00163082,,,
2445,248000,217811.0133,,,-245555,,30188.9867,,60297258025,,0.121729785,,,
3120,335000,268448.6903,,,-331880,,66551.3097,,1.10144E+11,,0.198660626,,,
2288,220000,206033.0647,,,-217712,,13966.9353,,47398514944,,0.06348607,,,
1954,213500,180976.792,,,-211546,,32523.208,,44751710116,,0.152333527,,,
894,81000,101456.8845,,,-80106,,20456.8845,,6416971236,,0.25255413,,,
2337,90000,209708.985,,,-87663,,119708.985,,7684801569,,1.330099833,,,
1500,110500,146918.2656,,,-109000,,36418.2656,,11881000000,,0.329577064,,,
1894,154000,176475.6652,,,-152106,,22475.6652,,23136235236,,0.145945878,,,
3461,328000,294030.0945,,,-324539,,33969.9055,,1.05326E+11,,0.103566785,,,
1571,178000,152244.599,,,-176429,,25755.401,,31127192041,,0.144693264,,,
2285,167900,205808.0084,,,-165615,,37908.0084,,27428328225,,0.225777298,,,
3358,151400,286303.1601,,,-148042,,134903.1601,,21916433764,,0.891038046,,,
1113,135000,117885.9975,,,-133887,,17114.0025,,17925728769,,0.126770389,,,
1634,135000,156970.7822,,,-133366,,21970.7822,,17786489956,,0.162746535,,,
1854,154000,173474.9139,,,-152146,,19474.9139,,23148405316,,0.12646048,,,
1456,91500,143617.4392,,,-90044,,52117.4392,,8107921936,,0.569589499,,,
1961,159500,181501.9235,,,-157539,,22001.9235,,24818536521,,0.137943094,,,
1240,194000,127413.3826,,,-192760,,66586.6174,,37156417600,,0.343229987,,,
2150,219500,195680.473,,,-217350,,23819.527,,47241022500,,0.108517207,,,
2092,170000,191329.3837,,,-167908,,21329.3837,,28193096464,,0.125466963,,,
1171,138800,122237.0867,,,-137629,,16562.9133,,18941741641,,0.119329347,,,
1510,155900,147668.4534,,,-154390,,8231.5466,,23836272100,,0.052800171,,,
1485,126000,145792.9839,,,-124515,,19792.9839,,15503985225,,0.157087174,,,
1914,145000,177976.0408,,,-143086,,32976.0408,,20473603396,,0.227420971,,,
1864,133000,174225.1017,,,-131136,,41225.1017,,17196650496,,0.309963171,,,
1459,192000,143842.4956,,,-190541,,48157.5044,,36305872681,,0.250820335,,,
1804,160000,169723.9749,,,-158196,,9723.9749,,25025974416,,0.060774843,,,
2090,187500,191179.3462,,,-185410,,3679.3462,,34376868100,,0.01962318,,,
1743,147000,165147.8293,,,-145257,,18147.8293,,21099596049,,0.123454621,,,
1426,83500,141366.8758,,,-82074,,57866.8758,,6736141476,,0.693016477,,,
1953,252000,180901.7732,,,-250047,,71098.2268,,62523502209,,0.282135821,,,
1709,137500,162597.1907,,,-135791,,25097.1907,,18439195681,,0.182525023,,,
2286,197000,205883.0272,,,-194714,,8883.0272,,37913541796,,0.045091509,,,
1040,92900,112409.6265,,,-91860,,19509.6265,,8438259600,,0.210006744,,,
1762,160000,166573.1861,,,-158238,,6573.1861,,25039264644,,0.041082413,,,
2117,136500,193204.8533,,,-134383,,56704.8533,,18058790689,,0.415420171,,,
1861,146000,174000.0454,,,-144139,,28000.0454,,20776051321,,0.191781133,,,
1184,129000,123212.3309,,,-127816,,5787.6691,,16336929856,,0.044865652,,,
1338,176432,134765.2231,,,-175094,,41666.7769,,30657908836,,0.236163377,,,
1355,127000,136040.5424,,,-125645,,9040.5424,,15786666025,,0.071185373,,,
1088,170000,116010.5279,,,-168912,,53989.4721,,28531263744,,0.31758513,,,
1996,128000,184127.5808,,,-126004,,56127.5808,,15877008016,,0.438496725,,,
2305,157000,207308.384,,,-154695,,50308.384,,23930543025,,0.320435567,,,
728,60000,89003.76689,,,-59272,,29003.76689,,3513169984,,0.483396115,,,
1362,119500,136565.6738,,,-118138,,17065.6738,,13956587044,,0.142808986,,,
1722,135000,163572.4349,,,-133278,,28572.4349,,17763025284,,0.211647666,,,
1849,159500,173099.82,,,-157651,,13599.82,,24853837801,,0.085265329,,,
1302,106000,132064.547,,,-104698,,26064.547,,10961671204,,0.245891953,,,
3654,325000,308508.7191,,,-321346,,16491.2809,,1.03263E+11,,0.050742403,,,
2180,179900,197931.0364,,,-177720,,18031.0364,,31584398400,,0.100228107,,,
2021,274725,186003.0503,,,-272704,,88721.9497,,74367471616,,0.32294822,,,
1690,181000,161171.8339,,,-179310,,19828.1661,,32152076100,,0.109547879,,,
2875,280000,250069.089,,,-277125,,29930.911,,76798265625,,0.106896111,,,
1877,188000,175200.3459,,,-186123,,12799.6541,,34641771129,,0.068083266,,,
2367,205000,211959.5484,,,-202633,,6959.5484,,41060132689,,0.033949017,,,
1524,129900,148718.7163,,,-128376,,18818.7163,,16480397376,,0.144870795,,,
1651,134500,158246.1015,,,-132849,,23746.1015,,17648856801,,0.176550941,,,
1248,117000,128013.5328,,,-115752,,11013.5328,,13398525504,,0.094132759,,,
2738,318000,239791.5161,,,-315262,,78208.4839,,99390128644,,0.245938629,,,
1772,184100,167323.3739,,,-182328,,16776.6261,,33243499584,,0.09112779,,,
1596,130000,154120.0685,,,-128404,,24120.0685,,16487587216,,0.185538988,,,
1601,140000,154495.1624,,,-138399,,14495.1624,,19154283201,,0.103536874,,,
1409,133700,140091.5565,,,-132291,,6391.5565,,17500908681,,0.047805209,,,
1012,118400,110309.1006,,,-117388,,8090.8994,,13779942544,,0.068335299,,,
1576,212900,152619.6929,,,-211324,,60280.3071,,44657832976,,0.283139066,,,
960,112000,106408.124,,,-111040,,5591.876,,12329881600,,0.049927464,,,
698,118000,86753.20347,,,-117302,,31246.79653,,13759759204,,0.26480336,,,
1482,163900,145567.9275,,,-162418,,18332.0725,,26379606724,,0.111849131,,,
1005,115000,109783.9691,,,-113995,,5216.0309,,12994860025,,0.04535679,,,
1555,174000,151044.2985,,,-172445,,22955.7015,,29737278025,,0.131929319,,,
2830,259000,246693.2439,,,-256170,,12306.7561,,65623068900,,0.047516433,,,
1959,215000,181351.8859,,,-213041,,33648.1141,,45386467681,,0.156502856,,,
1872,140000,174825.252,,,-138128,,34825.252,,19079344384,,0.2487518,,,
2603,135000,229663.9807,,,-132397,,94663.9807,,17528965609,,0.701214672,,,
1186,93500,123362.3684,,,-92314,,29862.3684,,8521874596,,0.319383619,,,
2210,117500,200181.5999,,,-115290,,82681.5999,,13291784100,,0.703673191,,,
2604,239500,229738.9994,,,-236896,,9761.0006,,56119714816,,0.040755744,,,
1600,169000,154420.1436,,,-167400,,14579.8564,,28022760000,,0.08627134,,,
986,102000,108358.6123,,,-101014,,6358.6123,,10203828196,,0.062339336,,,
1532,119000,149318.8666,,,-117468,,30318.8666,,13798731024,,0.254780392,,,
1020,94000,110909.2508,,,-92980,,16909.2508,,8645280400,,0.179885647,,,
3134,196000,269498.9532,,,-192866,,73498.9532,,37197293956,,0.374994659,,,
1812,144000,170324.1251,,,-142188,,26324.1251,,20217427344,,0.182806424,,,
1804,139000,169723.9749,,,-137196,,30723.9749,,18822742416,,0.221035791,,,
2249,197500,203107.3323,,,-195251,,5607.3323,,38122953001,,0.028391556,,,
3978,424870,332814.8041,,,-420892,,92055.1959,,1.7715E+11,,0.216666735,,,
1294,80000,131464.3968,,,-78706,,51464.3968,,6194634436,,0.64330496,,,
1272,80000,129813.9836,,,-78728,,49813.9836,,6198097984,,0.622674795,,,
1576,149000,152619.6929,,,-147424,,3619.6929,,21733835776,,0.024293241,,,
2556,180000,226138.098,,,-177444,,46138.098,,31486373136,,0.256322767,,,
1839,174500,172349.6322,,,-172661,,2150.3678,,29811820921,,0.012323025,,,
1111,116900,117735.9599,,,-115789,,835.9599,,13407092521,,0.007151068,,,
2106,143000,192379.6467,,,-140894,,49379.6467,,19851119236,,0.345312215,,,
932,124000,104307.5981,,,-123068,,19692.4019,,15145732624,,0.158809693,,,
1642,149900,157570.9324,,,-148258,,7670.9324,,21980434564,,0.051173665,,,
2107,230000,192454.6654,,,-227893,,37545.3346,,51935219449,,0.163240585,,,
1354,120500,135965.5236,,,-119146,,15465.5236,,14195769316,,0.128344594,,,
2274,201800,204982.8018,,,-199526,,3182.8018,,39810624676,,0.01577206,,,
2594,218000,228988.8116,,,-215406,,10988.8116,,46399744836,,0.050407393,,,
1898,179900,176775.7403,,,-178002,,3124.2597,,31684712004,,0.017366646,,,
2218,230000,200781.7501,,,-227782,,29218.2499,,51884639524,,0.127035869,,,
1580,235128,152919.768,,,-233548,,82208.232,,54544668304,,0.349631826,,,
2318,185000,208283.6282,,,-182682,,23283.6282,,33372713124,,0.12585745,,,
1767,146000,166948.28,,,-144233,,20948.28,,20803158289,,0.14348137,,,
2368,224000,212034.5672,,,-221632,,11965.4328,,49120743424,,0.053417111,,,
1386,129000,138366.1246,,,-127614,,9366.1246,,16285332996,,0.072605617,,,
2456,108959,218636.2199,,,-106503,,109677.2199,,11342889009,,1.006591653,,,
2112,194000,192829.7593,,,-191888,,1170.2407,,36821004544,,0.006032169,,,
1502,233170,147068.3031,,,-231668,,86101.6969,,53670062224,,0.369265758,,,
1694,245350,161471.909,,,-243656,,83878.091,,59368246336,,0.341871168,,,
2457,173000,218711.2387,,,-170543,,45711.2387,,29084914849,,0.264226813,,,
2734,235000,239491.4409,,,-232266,,4491.4409,,53947494756,,0.019112514,,,
5014,625000,410534.2609,,,-619986,,214465.7391,,3.84383E+11,,0.343145183,,,
1640,171000,157420.8949,,,-169360,,13579.1051,,28682809600,,0.079409971,,,
1923,163000,178651.2098,,,-161077,,15651.2098,,25945799929,,0.096019692,,,
1250,171900,128163.5704,,,-170650,,43736.4296,,29121422500,,0.254429492,,,
2759,200500,241366.9104,,,-197741,,40866.9104,,39101503081,,0.20382499,,,
2848,239000,248043.5819,,,-236152,,9043.5819,,55767767104,,0.037839255,,,
3572,285000,302357.1791,,,-281428,,17357.1791,,79201719184,,0.060902383,,,
1581,119500,152994.7868,,,-117919,,33494.7868,,13904890561,,0.280291103,,,
1692,115000,161321.8715,,,-113308,,46321.8715,,12838702864,,0.402798883,,,
1343,154900,135140.317,,,-153557,,19759.683,,23579752249,,0.127564125,,,
1124,93000,118711.204,,,-91876,,25711.204,,8441199376,,0.276464559,,,
3730,250000,314210.1465,,,-246270,,64210.1465,,60648912900,,0.256840586,,,
3132,392500,269348.9156,,,-389368,,123151.0844,,1.51607E+11,,0.313760725,,,
6572,745000,527413.5212,,,-738428,,217586.4788,,5.45276E+11,,0.292062388,,,
1951,120000,180751.7357,,,-118049,,60751.7357,,13935566401,,0.506264464,,,
2731,186700,239266.3846,,,-183969,,52566.3846,,33844592961,,0.281555354,,,
1613,104900,155395.3878,,,-103287,,50495.3878,,10668204369,,0.4813669,,,
2139,95000,194855.2664,,,-92861,,99855.2664,,8623165321,,1.051108067,,,
3080,262000,265447.939,,,-258920,,3447.939,,67039566400,,0.013160073,,,
1660,195000,158921.2705,,,-193340,,36078.7295,,37380355600,,0.185019126,,,
1804,189000,169723.9749,,,-187196,,19276.0251,,35042342416,,0.101989551,,,
2781,168000,243017.3236,,,-165219,,75017.3236,,27297317961,,0.446531688,,,
1441,174000,142492.1575,,,-172559,,31507.8425,,29776608481,,0.181079555,,,
1472,125000,144817.7397,,,-123528,,19817.7397,,15259166784,,0.158541918,,,
2107,165000,192454.6654,,,-162893,,27454.6654,,26534129449,,0.166391912,,,
1723,158000,163647.4537,,,-156277,,5647.4537,,24422500729,,0.035743378,,,
1456,176000,143617.4392,,,-174544,,32382.5608,,30465607936,,0.183991823,,,
1863,219210,174150.083,,,-217347,,45059.917,,47239718409,,0.205555937,,,
1690,144000,161171.8339,,,-142310,,17171.8339,,20252136100,,0.119248847,,,
1212,178000,125312.8567,,,-176788,,52687.1433,,31253996944,,0.295995187,,,
1929,148000,179101.3225,,,-146071,,31101.3225,,21336737041,,0.210144071,,,
864,116050,99206.32106,,,-115186,,16843.67894,,13267814596,,0.145141568,,,
1779,197900,167848.5054,,,-196121,,30051.4946,,38463446641,,0.151851918,,,
1348,117000,135515.4109,,,-115652,,18515.4109,,13375385104,,0.158251375,,,
1630,213000,156670.7071,,,-211370,,56329.2929,,44677276900,,0.264456774,,,
1862,153500,174075.0642,,,-151638,,20575.0642,,22994083044,,0.134039506,,,
2681,271900,235515.4456,,,-269219,,36384.5544,,72478869961,,0.133815941,,,
2112,107000,192829.7593,,,-104888,,85829.7593,,11001492544,,0.802147283,,,
2040,200000,187428.4071,,,-197960,,12571.5929,,39188161600,,0.062857964,,,
1787,140000,168448.6556,,,-138213,,28448.6556,,19102833369,,0.203204683,,,
2880,290000,250444.1829,,,-287120,,39555.8171,,82437894400,,0.136399369,,,
1845,189000,172799.7449,,,-187155,,16200.2551,,35026994025,,0.085715635,,,
2179,164000,197856.0177,,,-161821,,33856.0177,,26186036041,,0.206439132,,,
1016,113000,110609.1757,,,-111984,,2390.8243,,12540416256,,0.021157737,,,
1608,145000,155020.2939,,,-143392,,10020.2939,,20561265664,,0.069105475,,,
1783,134500,168148.5805,,,-132717,,33648.5805,,17613802089,,0.25017532,,,
1074,125000,114960.265,,,-123926,,10039.735,,15357653476,,0.08031788,,,
1902,112000,177075.8154,,,-110098,,65075.8154,,12121569604,,0.581034066,,,
2250,229456,203182.3511,,,-227206,,26273.6489,,51622566436,,0.114504083,,,
912,80500,102807.2225,,,-79588,,22307.2225,,6334249744,,0.277108354,,,
1218,91500,125762.9694,,,-90282,,34262.9694,,8150839524,,0.374458682,,,
1224,115000,126213.0821,,,-113776,,11213.0821,,12944978176,,0.097505062,,,
1461,134000,143992.5331,,,-132539,,9992.5331,,17566586521,,0.074571143,,,
2042,143000,187578.4447,,,-140958,,44578.4447,,19869157764,,0.311737376,,,
2892,137900,251344.4083,,,-135008,,113444.4083,,18227160064,,0.822657058,,,
2214,184000,200481.675,,,-181786,,16481.675,,33046149796,,0.089574321,,,
1645,145000,157795.9888,,,-143355,,12795.9888,,20550656025,,0.088248199,,,
1933,214000,179401.3976,,,-212067,,34598.6024,,44972412489,,0.161675712,,,
1507,147000,147443.397,,,-145493,,443.397,,21168213049,,0.003016306,,,
3242,367294,277600.9815,,,-364052,,89693.0185,,1.32534E+11,,0.24419952,,,
2173,127000,197405.905,,,-124827,,70405.905,,15581779929,,0.554377205,,,
3118,190000,268298.6527,,,-186882,,78298.6527,,34924881924,,0.412098172,,,
1993,132500,183902.5244,,,-130507,,51402.5244,,17032077049,,0.38794358,,,
1224,101800,126213.0821,,,-100576,,24413.0821,,10115531776,,0.239814166,,,
2188,142000,198531.1867,,,-139812,,56531.1867,,19547395344,,0.398106949,,,
1964,130000,181726.9798,,,-128036,,51726.9798,,16393217296,,0.397899845,,,
1784,138887,168223.5993,,,-137103,,29336.5993,,18797232609,,0.211226388,,,
1626,175500,156370.6319,,,-173874,,19129.3681,,30232167876,,0.108999248,,,
1948,195000,180526.6793,,,-193052,,14473.3207,,37269074704,,0.074222157,,,
1141,142500,119986.5233,,,-141359,,22513.4767,,19982366881,,0.15798931,,,
1912,265900,177826.0032,,,-263988,,88073.9968,,69689664144,,0.331229774,,,
2318,224900,208283.6282,,,-222582,,16616.3718,,49542746724,,0.073883378,,,
1689,248328,161096.8151,,,-246639,,87231.1849,,60830796321,,0.351274061,,,
2058,170000,188778.7452,,,-167942,,18778.7452,,28204515364,,0.110463207,,,
3462,465000,294105.1133,,,-461538,,170894.8867,,2.13017E+11,,0.367515885,,,
1517,230000,148193.5848,,,-228483,,81806.4152,,52204481289,,0.355680066,,,
1868,178000,174525.1769,,,-176132,,3474.8231,,31022481424,,0.019521478,,,
1553,186500,150894.2609,,,-184947,,35605.7391,,34205392809,,0.190915491,,,
1573,169900,152394.6366,,,-168327,,17505.3634,,28333978929,,0.103033334,,,
2377,129500,212709.7362,,,-127123,,83209.7362,,16160257129,,0.642546225,,,
1522,119000,148568.6787,,,-117478,,29568.6787,,13801080484,,0.248476292,,,
3175,244000,272574.7232,,,-240825,,28574.7232,,57996680625,,0.117109521,,,
1405,171750,139791.4814,,,-170345,,31958.5186,,29017419025,,0.1860758,,,
1384,130000,138216.087,,,-128616,,8216.087,,16542075456,,0.063200669,,,
2292,294000,206333.1399,,,-291708,,87666.8601,,85093557264,,0.298186599,,,
1656,165400,158621.1954,,,-163744,,6778.8046,,26812097536,,0.040984308,,,
1792,127500,168823.7495,,,-125708,,41323.7495,,15802501264,,0.324107839,,,
3301,301500,282027.0896,,,-298199,,19472.9104,,88922643601,,0.064586767,,,
864,99900,99206.32106,,,-99036,,693.67894,,9808129296,,0.006943733,,,
1821,190000,170999.2942,,,-188179,,19000.7058,,35411336041,,0.100003715,,,
1656,151000,158621.1954,,,-149344,,7621.1954,,22303630336,,0.050471493,,,
1675,181000,160046.5522,,,-179325,,20953.4478,,32157455625,,0.115764905,,,
1554,128900,150969.2797,,,-127346,,22069.2797,,16217003716,,0.17121241,,,
1788,161500,168523.6744,,,-159712,,7023.6744,,25507922944,,0.043490244,,,
1824,180500,171224.3505,,,-178676,,9275.6495,,31925112976,,0.05138864,,,
1603,181000,154645.2,,,-179397,,26354.8,,32183283609,,0.14560663,,,
1902,183900,177075.8154,,,-181998,,6824.1846,,33123272004,,0.037108127,,,
1889,122000,176100.5713,,,-120111,,54100.5713,,14426652321,,0.443447306,,,
2018,378500,185777.994,,,-376482,,192722.006,,1.41739E+11,,0.509173067,,,
3639,381000,307383.4374,,,-377361,,73616.5626,,1.42401E+11,,0.193219324,,,
1984,144000,183227.3554,,,-142016,,39227.3554,,20168544256,,0.27241219,,,
2782,260000,243092.3424,,,-257218,,16907.6576,,66161099524,,0.065029452,,,
1489,185750,146093.059,,,-184261,,39656.941,,33952116121,,0.213496318,,,
1495,137000,146543.1717,,,-135505,,9543.1717,,18361605025,,0.069658188,,,
2076,177000,190129.0832,,,-174924,,13129.0832,,30598405776,,0.074175611,,,
1250,139000,128163.5704,,,-137750,,10836.4296,,18975062500,,0.077959925,,,
2140,137000,194930.2852,,,-134860,,57930.2852,,18187219600,,0.422848797,,,
1988,162000,183527.4305,,,-160012,,21527.4305,,25603840144,,0.132885373,,,
2252,197900,203332.3886,,,-195648,,5432.3886,,38278139904,,0.02745017,,,
2835,237000,247068.3378,,,-234165,,10068.3378,,54833247225,,0.042482438,,,
1128,68400,119011.2792,,,-67272,,50611.2792,,4525521984,,0.739930982,,,
2361,227000,211509.4357,,,-224639,,15490.5643,,50462680321,,0.068240371,,,
2392,180000,213835.0179,,,-177608,,33835.0179,,31544601664,,0.187972322,,,
1572,150500,152319.6178,,,-148928,,1819.6178,,22179549184,,0.012090484,,,
1824,139000,171224.3505,,,-137176,,32224.3505,,18817254976,,0.23182986,,,
2447,169000,217961.0509,,,-166553,,48961.0509,,27739901809,,0.28971036,,,
1412,132500,140316.6129,,,-131088,,7816.6129,,17184063744,,0.058993305,,,
1897,143000,176700.7215,,,-141103,,33700.7215,,19910056609,,0.235669381,,,
2394,190000,213985.0555,,,-187606,,23985.0555,,35196011236,,0.126237134,,,
2817,278000,245717.9997,,,-275183,,32282.0003,,75725683489,,0.116122303,,,
1970,281000,182177.0925,,,-279030,,98822.9075,,77857740900,,0.351682945,,,
2166,180500,196880.7735,,,-178334,,16380.7735,,31803015556,,0.090752208,,,
1533,119500,149393.8853,,,-117967,,29893.8853,,13916213089,,0.250158036,,,
2372,107500,212334.6423,,,-105128,,104834.6423,,11051896384,,0.975205975,,,
1858,162900,173774.9891,,,-161042,,10874.9891,,25934525764,,0.066758681,,,
1031,115000,111734.4574,,,-113969,,3265.5426,,12988932961,,0.028396023,,,
2068,138500,189528.933,,,-136432,,51028.933,,18613690624,,0.368439949,,,
1904,155000,177225.853,,,-153096,,22225.853,,23438385216,,0.1433926,,,
1619,140000,155845.5005,,,-138381,,15845.5005,,19149301161,,0.113182146,,,
11286,160000,881052.0533,,,-148714,,721052.0533,,22115853796,,4.506575333,,,
1586,154000,153369.8807,,,-152414,,630.1193,,23230027396,,0.004091684,,,
2677,225000,235215.3704,,,-222323,,10215.3704,,49427516329,,0.045401646,,,
2041,177500,187503.4259,,,-175459,,10003.4259,,30785860681,,0.056357329,,,
3266,290000,279401.4322,,,-286734,,10598.5678,,82216386756,,0.036546786,,,
1616,232000,155620.4441,,,-230384,,76379.5559,,53076787456,,0.329222224,,,
1708,130000,162522.172,,,-128292,,32522.172,,16458837264,,0.250170554,,,
3224,325000,276250.6435,,,-321776,,48749.3565,,1.0354E+11,,0.14999802,,,
1368,202500,137015.7865,,,-201132,,65484.2135,,40454081424,,0.323378832,,,
1736,138000,164622.6978,,,-136264,,26622.6978,,18567877696,,0.1929181,,,
1266,147000,129363.8709,,,-145734,,17636.1291,,21238398756,,0.119973667,,,
2494,179200,221486.9336,,,-176706,,42286.9336,,31225010436,,0.235976192,,,
3308,335000,282552.221,,,-331692,,52447.779,,1.1002E+11,,0.156560534,,,
2199,203000,199356.3933,,,-200801,,3643.6067,,40321041601,,0.017948801,,,
3292,302000,281351.9205,,,-298708,,20648.0795,,89226469264,,0.068371124,,,
2599,333168,229363.9055,,,-330569,,103804.0945,,1.09276E+11,,0.311566821,,,
1680,119000,160421.6461,,,-117320,,41421.6461,,13763982400,,0.34808106,,,
2612,206900,230339.1497,,,-204288,,23439.1497,,41733586944,,0.113287335,,,
1630,295493,156670.7071,,,-293863,,138822.2929,,86355462769,,0.469798922,,,
1352,208900,135815.486,,,-207548,,73084.514,,43076172304,,0.349854064,,,
1787,275000,168448.6556,,,-273213,,106551.3444,,74645343369,,0.387459434,,,
1440,111000,142417.1387,,,-109560,,31417.1387,,12003393600,,0.283037286,,,
1667,156500,159446.4019,,,-154833,,2946.4019,,23973257889,,0.018826849,,,
720,72500,88403.61665,,,-71780,,15903.61665,,5152368400,,0.21936023,,,
2597,190000,229213.868,,,-187403,,39213.868,,35119884409,,0.206388779,,,
988,82500,108508.6499,,,-81512,,26008.6499,,6644206144,,0.315256362,,,
1795,147000,169048.8059,,,-145205,,22048.8059,,21084492025,,0.149991877,,,
796,55000,94105.04398,,,-54204,,39105.04398,,2938073616,,0.7110008,,,
1318,79000,133264.8475,,,-77682,,54264.8475,,6034493124,,0.686896804,,,
1457,130500,143692.458,,,-129043,,13192.458,,16652095849,,0.101091632,,,
3285,256000,280826.7891,,,-252715,,24826.7891,,63864871225,,0.096979645,,,
1632,176500,156820.7446,,,-174868,,19679.2554,,30578817424,,0.111497198,,,
1588,227000,153519.9183,,,-225412,,73480.0817,,50810569744,,0.3237008,,,
1437,132500,142192.0824,,,-131063,,9692.0824,,17177509969,,0.073147792,,,
1506,100000,147368.3783,,,-98494,,47368.3783,,9701068036,,0.473683783,,,
1360,125500,136415.6363,,,-124140,,10915.6363,,15410739600,,0.086977182,,,
2130,125000,194180.0974,,,-122870,,69180.0974,,15097036900,,0.553440779,,,
2020,167900,185928.0315,,,-165880,,18028.0315,,27516174400,,0.107373624,,,
1656,135000,158621.1954,,,-133344,,23621.1954,,17780622336,,0.174971818,,,
693,52500,86378.10957,,,-51807,,33878.10957,,2683965249,,0.645297325,,,
2561,200000,226513.1919,,,-197439,,26513.1919,,38982158721,,0.13256596,,,
1224,128500,126213.0821,,,-127276,,2286.9179,,16199180176,,0.017797026,,,
872,123000,99806.47131,,,-122128,,23193.52869,,14915248384,,0.188565274,,,
1928,155000,179026.3037,,,-153072,,24026.3037,,23431037184,,0.155008411,,,
2169,228500,197105.8298,,,-226331,,31394.1702,,51225721561,,0.13739243,,,
1913,177000,177901.022,,,-175087,,901.022,,30655457569,,0.00509052,,,
1456,155835,143617.4392,,,-154379,,12217.5608,,23832875641,,0.078400621,,,
1210,108500,125162.8192,,,-107290,,16662.8192,,11511144100,,0.153574371,,,
2453,262500,218411.1636,,,-260047,,44088.8364,,67624442209,,0.167957472,,,
1856,283463,173624.9515,,,-281607,,109838.0485,,79302502449,,0.387486369,,,
2937,215000,254720.2534,,,-212063,,39720.2534,,44970715969,,0.184745365,,,
2412,122000,215335.3935,,,-119588,,93335.3935,,14301289744,,0.765044209,,,
